transaction_id,timestamp,source_entity,target_entity,initiator_id,approver_id,amount,currency,category,approval_status,fx_flag,risk_score
e110f4de-feec-4651-b91a-9fb5e0303581,2026-03-16 20:02:37.417000,37,10,1269,1074,25831.19,USD,Procurement,Approved,False,0
3eb4c086-9994-4d40-886f-78738934f169,2025-08-28 12:42:26.417019,27,31,2241,3226,16192.63,INR,Tax Settlement,Rejected,True,0
6fe8dabc-ffe4-483e-9b8c-a24f9e8a7e33,2025-12-01 21:58:07.417038,41,17,4748,4214,27384.25,USD,Intercompany Transfer,Pending,False,0
d9eed4fe-d0cf-46e8-b44b-9d3ff82b60f7,2025-06-10 08:00:13.417058,4,19,4980,1744,123826.88,USD,Procurement,Pending,False,0
14a491c6-44fc-4e3c-949c-b6a7fe3c0941,2025-11-03 20:47:37.417076,11,27,4979,2294,5244.55,GBP,Payroll,Rejected,True,0
e16da086-b3c6-4c8a-bcab-ae9e06f10f7a,2025-11-28 08:03:01.417095,9,15,1959,3053,14163.13,EUR,Intercompany Transfer,Approved,True,0
e2b0a8bf-4f51-4ced-9420-06bf3340e6eb,2026-03-23 12:57:40.417114,26,35,3077,3497,14426.25,USD,Tax Settlement,Pending,False,0
18a6126b-803f-4dec-b2a4-8f7861e39135,2026-01-20 23:30:20.417133,6,11,2597,2457,32182.79,GBP,Tax Settlement,Rejected,True,0
c24c6a78-c641-43df-b7bd-728bac912475,2026-03-10 18:57:21.417153,45,4,1362,1629,909318.02,JPY,Procurement,Pending,True,0
1d0f8909-136e-4a23-9f42-89b2a4091025,2025-12-05 09:26:14.417173,11,2,1757,4079,19184.33,EUR,Vendor Payment,Pending,True,0
2386e1c4-96fc-4942-97f8-3e715e051a4f,2025-07-30 10:51:30.417215,14,21,4044,4135,166061.57,USD,Investment,Pending,False,0
66dfbe7c-7dee-4128-8f63-ac5c60ee4d7a,2026-01-03 14:37:02.417237,17,50,2755,1351,6196.27,EUR,Payroll,Pending,True,0
943d1b3f-c2f1-4579-a093-e4d9172e9a83,2026-05-17 16:11:29.417256,23,12,3568,1488,34155.2,GBP,Tax Settlement,Pending,True,0
e437124f-baa1-4de8-81a8-7da9ae03bc7b,2025-09-29 11:32:43.417276,5,43,2284,1935,33729.64,GBP,Intercompany Transfer,Pending,True,0
4a6b26e7-091c-4658-ae45-650cde535a8a,2026-05-14 20:36:41.417295,46,9,3233,1027,3064.01,GBP,Vendor Payment,Approved,True,0
59b9e598-8d4d-4b02-bb0a-9a08c358c77e,2025-08-21 11:30:31.417314,1,40,2785,4177,18541.76,GBP,Procurement,Pending,True,0
00645dd0-82ee-439f-8cdf-b74425bb971e,2025-12-22 05:05:55.417336,26,48,3479,3244,7399.94,JPY,Tax Settlement,Rejected,True,0
534ddce7-9d5c-432e-9b50-9d422d976e4f,2026-03-25 11:06:42.417356,15,27,2398,2017,8443.78,GBP,Tax Settlement,Pending,True,0
f3518dd1-9cfb-4dbd-81b0-dac9012ccb11,2025-07-12 15:11:30.417374,15,37,4237,4535,52663.68,EUR,Procurement,Pending,True,0
ee96daea-25dc-4de6-af3f-dd913aeede06,2025-07-08 01:53:28.417393,2,21,4968,2320,86050.67,EUR,Tax Settlement,Rejected,True,0
cd459e22-53b9-4a42-a9db-0ffafc830ce7,2026-03-28 16:41:16.417415,10,25,4688,1324,114313.98,EUR,Payroll,Rejected,True,0
5ab0a86c-e791-4006-bfb9-45dec17c5a58,2025-08-11 07:33:33.417434,33,12,3505,4581,31116.63,GBP,Intercompany Transfer,Rejected,True,0
17721c4a-33fe-4a0b-bc85-9dc3883098f1,2026-04-08 01:56:48.417453,8,31,1691,1366,32573.86,USD,Tax Settlement,Pending,False,0
e6fcc32d-5013-45b2-81f7-6b1a9258ca6a,2025-06-30 00:10:14.417472,7,17,1093,2622,7284.44,EUR,Intercompany Transfer,Rejected,True,0
5a30d8ad-a5a7-466b-828f-b1eb9bcb22bd,2025-11-24 02:25:33.417491,39,50,2193,3076,29202.14,EUR,Tax Settlement,Approved,True,0
90e1591b-3a78-44e7-89be-c107bafb66b3,2026-04-03 18:44:21.417521,49,8,1504,4231,16924.7,GBP,Tax Settlement,Rejected,True,0
600db21f-5e2e-464e-93bd-219f5095fc53,2025-08-05 19:32:38.417541,7,46,1363,3861,22095.9,JPY,Intercompany Transfer,Approved,True,0
f4d18cc4-a2e1-493f-a2cc-6cfa28ec30f4,2025-06-19 19:18:55.417564,50,29,3717,2612,5326.78,USD,Intercompany Transfer,Rejected,False,0
152fb8a1-1b16-4f40-896f-a7978dc0e3d0,2025-12-29 23:06:04.417583,31,17,4926,3503,245339.09,GBP,Tax Settlement,Pending,True,0
c374082e-caa7-4aff-b2cc-770ceb2d7d16,2025-10-09 09:03:48.417603,30,29,2019,1478,2299.42,INR,Investment,Rejected,True,0
bca7c9fa-8829-4978-b753-3600e0dc90c3,2026-02-14 17:18:11.417624,27,11,3260,1847,2909.12,INR,Investment,Approved,True,0
30483ad2-8764-4bef-978d-70fe34b75148,2025-11-05 21:53:12.417644,31,15,2887,1420,87447.91,EUR,Procurement,Rejected,True,0
0eefbed0-50d1-4f3e-90b4-7d757f0a1041,2025-10-15 06:42:44.417673,30,6,1458,3151,27673.77,USD,Tax Settlement,Pending,False,0
3bd8dbf6-6ccb-4974-aca8-06e9df726ea0,2025-11-29 01:03:22.417699,31,21,4897,1072,4832.86,JPY,Procurement,Rejected,True,0
ecd0502a-e60b-44cb-98dc-b0d7998ba971,2026-01-19 02:53:58.417717,47,41,1312,1963,83469.4,JPY,Procurement,Approved,True,0
5f4f7783-0f63-423e-b80e-5ea9347a6020,2025-05-31 17:37:05.417736,39,25,1430,4377,24848.56,INR,Vendor Payment,Approved,True,0
e2b5004f-49c0-44a6-b163-673615bfe8ea,2026-02-15 05:07:16.417754,24,39,3261,4467,28692.15,USD,Payroll,Approved,False,0
2f6b08a5-60a7-482e-853e-15d1ccd8369f,2026-03-17 20:47:07.417773,33,9,4795,3657,12956.93,USD,Vendor Payment,Approved,False,0
683380a7-c885-46a9-93a0-c2ad3639bf0b,2026-04-07 12:52:56.417791,48,26,1840,4415,15251.88,USD,Intercompany Transfer,Pending,False,0
d619bb9f-67d2-428b-b100-f0bea46ed164,2025-11-24 03:17:12.417809,16,29,1374,3810,25541.65,INR,Tax Settlement,Rejected,True,0
373b419d-5452-40e0-8867-65a17c1e8a7a,2025-12-16 14:13:29.417831,23,41,1112,2454,49744.2,USD,Vendor Payment,Approved,False,0
fe22b572-7adf-4fe0-afe5-d5ed489c87a6,2026-05-14 02:35:12.417852,31,46,1058,4884,31678.07,EUR,Tax Settlement,Approved,True,0
9e837e51-0f76-4a83-90ec-5be83edfc100,2026-04-24 06:47:25.417871,17,44,4006,4325,32407.06,JPY,Payroll,Pending,True,0
4be0cf76-7f99-470e-843d-94c577784cff,2025-08-26 22:44:00.417891,30,42,4621,3800,20285.8,EUR,Tax Settlement,Rejected,True,0
8e80a679-f4ac-459d-8b59-748437df0502,2025-08-16 22:10:57.417909,17,11,3491,3460,158480.74,INR,Intercompany Transfer,Pending,True,0
1ae8425f-4bfb-4f86-9870-eb9e81e6adac,2026-03-16 00:35:39.417927,27,36,4480,4646,34403.25,USD,Tax Settlement,Rejected,False,0
508abd40-54db-4ba4-8d37-4a7bea576d06,2025-12-10 11:05:11.417945,33,39,3777,2413,12286.98,EUR,Intercompany Transfer,Rejected,True,0
b6267721-d966-47fe-8c5d-6a2f56121d29,2026-02-02 23:34:50.417963,44,6,1554,1926,22955.53,JPY,Vendor Payment,Rejected,True,0
aa8285b4-a06c-40b2-acda-45a7ade325db,2025-11-12 00:16:00.417982,9,35,1472,4568,7200.91,GBP,Intercompany Transfer,Rejected,True,0
4e1c600e-8181-419f-820c-754f5bf349ce,2025-12-25 11:30:20.418002,26,12,4235,1842,15142.07,JPY,Procurement,Rejected,True,0
cd8c6caf-4cfa-4267-a21c-6c30243408ec,2025-12-06 09:10:16.418024,34,43,3331,1979,8884.51,USD,Investment,Rejected,False,0
b9f6477b-84c9-4c74-8466-125c3ede7b4a,2026-01-27 15:41:12.418044,42,9,2611,4484,82781.93,USD,Investment,Rejected,False,0
a41467fd-f024-4bce-b115-5d6bd0138dd8,2025-08-09 02:44:44.418063,26,25,4556,2972,14716.59,EUR,Intercompany Transfer,Approved,True,0
c80fd53a-c1b6-41d1-9ad3-e4ffb6d66628,2026-04-26 03:15:05.418081,28,17,1878,2390,9916.16,INR,Tax Settlement,Rejected,True,0
1e4c8fdd-104b-4e51-bb8f-4c8f38c012bf,2026-03-20 20:30:59.418101,34,36,2677,3200,29013.86,EUR,Intercompany Transfer,Pending,True,0
7ce0da0e-f289-4de8-a03e-c92eaa427213,2025-08-12 05:19:14.418121,16,32,2360,2896,13269.91,GBP,Investment,Pending,True,0
60af8845-2300-4c3d-a46f-0d1477c0f8d1,2025-08-27 15:13:58.418140,20,18,2855,3850,113925.27,USD,Tax Settlement,Approved,False,0
24336465-81f9-4285-b021-e168c3311a75,2025-07-26 15:50:52.418159,42,30,3315,3708,6997.78,JPY,Investment,Rejected,True,0
3af6310f-a6cf-4b71-b8a3-91616b5bf53f,2025-07-06 23:11:13.418178,6,5,3626,3303,59772.5,EUR,Vendor Payment,Rejected,True,0
5aad7f36-8cc6-4df1-b985-3f57be78b074,2025-09-28 19:10:40.418197,40,37,3651,4528,132002.69,USD,Intercompany Transfer,Rejected,False,0
4df62c76-9085-49c2-8949-f055d327acf6,2026-04-05 03:29:12.418219,38,23,1447,1287,8553133.95,USD,Procurement,Rejected,False,0
921a6739-a02a-4758-9631-a460a8494768,2026-01-06 15:13:42.418241,28,16,3381,4710,19565.13,GBP,Intercompany Transfer,Pending,True,0
74488133-5924-4edd-9246-dabc37571f6f,2025-07-28 18:34:12.418260,21,3,1723,1497,12658.45,JPY,Vendor Payment,Pending,True,0
ca47982d-8c47-4d17-8d11-5b05e40e4445,2025-09-13 08:07:21.418284,11,23,2995,1943,27990.58,EUR,Payroll,Approved,True,0
a85daa55-9fee-4041-9ae1-e5313817ef9f,2026-03-07 06:27:58.418304,6,44,1577,2674,105470.66,EUR,Investment,Approved,True,0
a5e4d87a-055f-4c70-b2d6-860b1b903e1a,2025-07-13 04:11:40.418323,48,23,2548,1926,11013.75,GBP,Intercompany Transfer,Rejected,True,0
96fb6094-0230-4759-b8a6-6d32bf684e8f,2025-06-11 21:15:20.418342,23,30,3148,3419,4149.1,JPY,Investment,Approved,True,0
89c151c5-9bb0-4d28-ab0b-ec98550ba5bf,2025-12-01 20:00:21.418363,4,17,4611,2250,15856.73,USD,Investment,Approved,False,0
09d8529a-605f-4dbc-9787-f5a3964cffbb,2025-08-04 07:29:13.418382,36,3,1748,2390,26001.09,GBP,Intercompany Transfer,Approved,True,0
9421efc5-d686-47f5-a1db-ce22a74242a2,2026-03-28 10:17:08.418402,20,23,3254,4409,3469.67,JPY,Intercompany Transfer,Approved,True,0
4b22294a-233c-4b50-bd50-56b05e16abd0,2026-05-20 20:22:03.418423,14,21,1515,3512,29540.87,GBP,Procurement,Approved,True,0
e9660cae-d82f-49c8-81bf-5aa2ba0e4664,2026-02-01 12:37:46.418442,15,33,3495,3124,69718.39,GBP,Payroll,Rejected,True,0
74131fc0-766a-46c3-afa1-d444ce80efe7,2025-09-02 03:04:12.418465,30,21,4976,1748,239794.05,USD,Investment,Approved,False,0
1288fcb6-a39e-4978-b4c4-e9331a1b208c,2025-09-13 06:10:04.418487,25,3,2466,4645,22180.29,JPY,Payroll,Approved,True,0
0a787601-b55a-4578-ae2e-1590f05f7e7c,2025-12-22 04:50:02.418517,21,45,3139,3919,21849.79,EUR,Vendor Payment,Rejected,True,0
8ce81256-8c8d-4bcd-b173-fc17ff6f0509,2025-12-18 11:13:50.418539,36,45,1581,1828,22388.32,JPY,Intercompany Transfer,Pending,True,0
6f33192c-c35c-44bd-8aab-45d1a9e95bd5,2025-10-29 10:44:50.418557,27,1,4705,1359,9410.65,GBP,Investment,Approved,True,0
f690bbff-477d-41a9-ab26-580c2b2cb625,2026-04-18 18:17:06.418578,48,11,2183,4587,87431.61,USD,Investment,Pending,False,0
00f01b68-82e7-45af-8901-67f1c063504f,2025-11-22 09:36:53.418596,24,45,4730,4907,11876.8,EUR,Tax Settlement,Pending,True,0
5403b216-aaaa-45c2-bc93-f3eef32eef2e,2025-07-27 06:30:04.418615,23,21,4154,2593,7384.56,GBP,Payroll,Approved,True,0
08f1c169-f4ca-4e8e-b669-86d1b202774e,2026-05-10 21:58:11.418637,26,14,4744,4052,68491.81,USD,Investment,Rejected,False,0
c4674a06-3c25-4ef7-998f-f2406f8e1c4b,2025-12-07 14:38:26.418657,7,17,1840,2399,4565.71,JPY,Intercompany Transfer,Rejected,True,0
b62fea36-92b7-4fda-9ec7-c24dcfb0d8d1,2025-09-14 19:10:00.418675,14,36,3054,4254,17521.98,INR,Vendor Payment,Pending,True,0
c2051024-6340-4206-b532-4a54c538928b,2026-02-24 18:27:48.418694,50,47,1934,1532,26220.46,USD,Investment,Rejected,False,0
dedbe571-8365-4029-838c-2c42bc739f8d,2025-08-25 21:30:12.418712,42,26,4040,4768,58585.76,GBP,Procurement,Pending,True,0
dc842397-b95c-47c4-bef2-07a1ebd1fb6b,2025-11-26 23:31:50.418731,20,3,3212,3686,3605.58,INR,Payroll,Rejected,True,0
a3490671-deb4-4d60-8edb-9785841ae154,2025-06-13 20:34:55.418749,34,28,2534,1988,67701.62,GBP,Intercompany Transfer,Approved,True,0
67f8c635-4bbf-4c70-ab45-2168d6a79f29,2025-09-23 15:44:38.418768,22,10,2029,2671,40634.81,USD,Procurement,Rejected,False,0
f6b20f22-9221-4be6-aff6-97dd94b9ab31,2026-02-09 17:34:44.418787,3,1,4438,3352,14192.29,USD,Vendor Payment,Approved,False,0
fcc5e7ec-c77a-4110-bf70-42733b785205,2025-08-19 14:58:23.418809,16,29,3902,4459,32935.96,JPY,Investment,Rejected,True,0
603291e4-f617-49e2-8cee-0066e82a322e,2025-12-15 00:43:31.418833,23,24,1940,1177,5204.41,USD,Payroll,Approved,False,0
7ca80e68-ce0a-43f7-a724-16e52791d0a3,2026-02-21 16:42:18.418852,8,28,2514,1533,67812.58,EUR,Investment,Pending,True,0
5aa1ecf1-49b6-4ec0-b05f-549b805c5fc7,2025-12-18 17:53:34.418875,45,29,3983,1458,103136.14,INR,Payroll,Rejected,True,0
10a49edb-3518-4594-9dad-a3abf51d2d82,2026-05-18 05:25:16.418894,2,13,1613,4340,31389.44,GBP,Procurement,Approved,True,0
c6469c9d-4823-4825-8d03-e39b2cfb29e9,2025-08-30 07:20:20.418912,21,50,3860,2435,34485.02,JPY,Intercompany Transfer,Rejected,True,0
3d38dbe6-a79a-41ca-b421-e3d8b8420623,2025-06-20 20:44:13.418931,40,33,1101,2566,4837.4,JPY,Intercompany Transfer,Pending,True,0
cab718b2-c1a8-4e4c-be21-2b78534b26ff,2026-04-24 12:55:33.418950,31,23,3741,1710,4246.44,USD,Vendor Payment,Rejected,False,0
f54b14a4-9c2c-4870-a83d-ca7122eee82f,2026-01-07 03:47:10.418970,34,50,1682,1908,25396.78,USD,Investment,Rejected,False,0
d2c271c8-27e9-4b19-bc21-f1b4740051a6,2026-04-24 07:10:30.418988,17,22,4995,2603,54479.01,USD,Tax Settlement,Pending,False,0
31836eda-1369-44db-bb63-6821b385c14b,2025-09-04 22:16:58.419010,46,37,2322,3129,29784.86,USD,Tax Settlement,Pending,False,0
0c90bedc-88fd-4118-9c85-d5a8a3f5fb10,2025-12-23 12:21:23.419048,47,4,3790,2232,10470.75,GBP,Tax Settlement,Pending,True,0
d8eb8a79-0e22-4470-b823-f8c76a65e535,2025-12-19 13:21:03.419068,4,17,3396,4146,43668.56,JPY,Vendor Payment,Pending,True,0
ee993b31-5683-400d-89a8-0fe81abc1400,2025-08-23 09:56:51.419087,30,38,1725,2700,5002.36,GBP,Payroll,Approved,True,0
93c1747b-406a-469b-bd04-f99c9e9c3078,2025-12-10 18:21:27.419105,46,49,2482,4363,33977.25,GBP,Procurement,Pending,True,0
150b9d15-135d-4da5-b491-b9b314712447,2025-07-10 19:06:00.419123,42,23,2966,1549,159853.0,JPY,Payroll,Pending,True,0
089789d8-e4e9-4b17-9393-ecc6a7d9a78b,2026-02-01 16:58:21.419141,18,22,2190,4568,5172.2,JPY,Investment,Pending,True,0
220168df-d866-4d72-afb7-ea6816ca3459,2026-04-05 11:17:30.419161,27,11,2831,4298,3368442.76,GBP,Investment,Pending,True,0
2475f218-83f8-47d0-9c88-1d38387e6d63,2025-12-09 16:18:29.419182,25,10,3447,4068,29916.66,USD,Intercompany Transfer,Pending,False,0
e8407aef-b76b-4add-a5ee-903e17e2064d,2025-11-24 04:36:17.419207,8,10,1490,3987,9848.49,USD,Vendor Payment,Rejected,False,0
79727717-ac1b-43c9-9569-dbda15421616,2026-02-06 20:58:35.419230,38,46,4407,2796,51513.27,INR,Intercompany Transfer,Approved,True,0
c03a0a38-a2bb-47d7-8c86-47aefb60b3fb,2026-03-04 21:38:39.419263,19,11,3082,1396,6323.9,JPY,Intercompany Transfer,Rejected,True,0
891e8cd1-1277-48a0-b70b-f111e75a4887,2025-08-14 22:56:28.419301,32,1,2158,1309,11983.17,INR,Procurement,Approved,True,0
d054fdb1-1a33-489b-8208-5a50596eef78,2026-02-17 14:34:37.419324,27,20,1257,4759,46197.28,EUR,Procurement,Approved,True,0
087ec629-3d3f-48aa-93a7-7a6b93c6800e,2025-10-16 08:20:57.419342,12,16,2476,1181,6475.12,EUR,Investment,Rejected,True,0
fb2315dc-8c29-489d-8fea-528cb2e6e0b4,2025-11-18 18:15:40.419362,36,20,3827,1596,36136.91,EUR,Vendor Payment,Approved,True,0
6b3def31-8cf7-4fb4-8ff5-08d642633a0b,2026-01-28 05:16:17.419380,12,5,2418,3249,16122.26,USD,Vendor Payment,Rejected,False,0
a2a73dcd-1aa0-41d3-be78-26b2cf59bf06,2025-09-02 14:47:38.419398,7,38,4506,4946,22827.06,EUR,Procurement,Rejected,True,0
3d341fbd-23cb-4463-ab7a-0e2c95d3079d,2026-02-09 16:50:06.419417,39,45,4138,2373,25626.48,GBP,Procurement,Rejected,True,0
f91541c8-53d8-4cb2-92b9-b5b7b3e9490b,2026-02-19 16:26:27.419436,24,50,3988,2651,1567.29,USD,Procurement,Pending,False,0
e3f7201f-3a9e-434c-a432-dce4c91c01e3,2025-10-16 19:13:17.419460,44,30,1259,1405,71048.02,GBP,Intercompany Transfer,Pending,True,0
ba361dfe-9a51-47e9-9177-7fcb174c5bd4,2025-06-24 03:27:51.419484,18,48,3841,1052,31436.38,EUR,Intercompany Transfer,Pending,True,0
d6a13154-125d-483c-8963-6ce567f021d6,2025-06-06 04:19:46.419506,17,16,1673,4376,64539.33,EUR,Payroll,Approved,True,0
aed668e9-98d1-41f2-a1a2-d659462698da,2026-04-07 01:25:52.419526,2,46,2951,2947,8791.85,EUR,Payroll,Rejected,True,0
732ba5aa-8445-4c21-8b31-7ccc5af00004,2025-05-26 10:54:48.419545,19,16,1813,3532,42528.58,JPY,Procurement,Rejected,True,0
23dce5f7-479f-4db9-8c98-60aa05a34ba8,2025-12-26 12:38:34.419564,33,8,2370,3146,8825.29,JPY,Tax Settlement,Pending,True,0
4a8ff79f-d626-40b2-83b5-b0624aee25af,2026-05-11 06:24:28.419583,2,49,4762,1483,7590.95,JPY,Payroll,Rejected,True,0
8efba0d0-8ee3-4b92-acae-6eaf755986e1,2025-09-28 14:41:51.419616,4,38,4990,4524,16697.68,INR,Payroll,Rejected,True,0
c811be9a-6440-4937-b818-636e75f9c3e3,2025-08-14 13:25:24.419649,35,20,3444,3182,6982.16,EUR,Payroll,Rejected,True,0
