transaction_id,anomaly_type,severity_score,confidence_score,review_status
24c67fb2-68d8-4db5-b34f-30b557049b2b,Self Approval,90,0.95,Open
0d976e72-61a0-46d5-be45-cf82cb1aeae4,Self Approval,90,0.95,Open
4354a1d0-9ff1-47b9-8f78-6ff4ff5dfc2c,Self Approval,90,0.95,Open
9ad6a8b0-8d41-4fcb-94cc-db185737ab33,Self Approval,90,0.95,Open
165d438f-8908-445a-a782-3531c23d2fe7,Self Approval,90,0.95,Open
97fef2f7-e3e4-456c-a73a-0dc943603a68,Self Approval,90,0.95,Open
ed7f917c-5efa-48ea-aa37-3a28f9df55b0,Self Approval,90,0.95,Open
78bf4dfc-3220-4d02-9061-9fd87de2c127,Self Approval,90,0.95,Open
857da7dc-d7ff-49e6-8430-78b2743f4a37,Self Approval,90,0.95,Open
e5ebca6a-76e3-4d73-a877-916cedec4e36,Self Approval,90,0.95,Open
963ba377-efc6-4d69-92f5-d27ac3614227,Self Approval,90,0.95,Open
d183aec8-d02a-4b7d-9b21-bc87add85f0b,Self Approval,90,0.95,Open
cf65b796-9580-4dbf-8d88-4ef508e158c1,Self Approval,90,0.95,Open
1bfd2610-cb01-4060-aca4-d5e70f6e747a,Self Approval,90,0.95,Open
c1b4bfa9-672c-40d2-bf13-a4327dc417a5,Self Approval,90,0.95,Open
1847ad05-e3d4-4e1e-86f4-984e1d3fc256,Self Approval,90,0.95,Open
9c611442-a8eb-4e68-b486-b4d43ec6d03c,Self Approval,90,0.95,Open
1b817ca9-1155-43f3-bb35-e05f92ddc66b,Self Approval,90,0.95,Open
7d9c5a0b-a28e-4c5d-a88b-fa91030703f7,Self Approval,90,0.95,Open
56b84138-1dba-4e9c-a2bb-20ee70894137,Self Approval,90,0.95,Open
b7a3ed2e-3234-4d56-8731-b36bfc2bea47,Self Approval,90,0.95,Open
7dba2f62-aa9c-41a4-b411-f2d2a8e95551,Self Approval,90,0.95,Open
4ab57a20-5b8e-4528-9d25-d953ecf172a3,Self Approval,90,0.95,Open
7f2078bd-872a-403f-ae02-b4987e78641c,Self Approval,90,0.95,Open
913d9d2d-7ac8-4936-a409-12e5cee310ea,Self Approval,90,0.95,Open
aeb6ee3c-ccab-460b-b6c9-39c4a34fff12,Self Approval,90,0.95,Open
2f23bce4-1a84-4e63-a51c-2660126cc217,Self Approval,90,0.95,Open
dd9cc3c7-40f9-4aa1-be8c-048b8a9bbe46,Self Approval,90,0.95,Open
f1a601dd-494f-49d2-b942-899cffba007c,Self Approval,90,0.95,Open
8be694b6-e16f-452b-97a7-9782e29c8100,Self Approval,90,0.95,Open
fea65c07-d204-428f-94c3-db09e1fe076f,Self Approval,90,0.95,Open
6694f4d8-af4a-4f97-9a09-a2e34276b6a2,Self Approval,90,0.95,Open
d247084a-299e-479c-9040-6a9b2f3c093d,Self Approval,90,0.95,Open
15966a12-9e0f-4dd6-8f46-6701f08fa5c7,Self Approval,90,0.95,Open
b63b709b-408b-478c-ae35-5cd0ee27c413,Self Approval,90,0.95,Open
159fcc11-cba9-405a-aa28-1afeb20a3c63,Self Approval,90,0.95,Open
abff111a-47f1-4894-853b-edc591b0cc52,Self Approval,90,0.95,Open
cab81674-53d2-409c-9f5d-16337da9649e,Self Approval,90,0.95,Open
3a8008bd-0be1-4188-ac5b-1f15abcdfb2f,Self Approval,90,0.95,Open
e84cf884-e6b4-4317-b3e7-bc9006a5619a,Self Approval,90,0.95,Open
216ec684-b72e-4788-b8c4-65b6e57d07e4,Self Approval,90,0.95,Open
8357acfa-344a-4cb7-929e-23a43c2f4799,Self Approval,90,0.95,Open
e5d47e0b-0405-4d93-8ac3-f6c867fd0e35,Self Approval,90,0.95,Open
47ab1d0f-24f6-4aed-84c8-fdd4b501bb25,Self Approval,90,0.95,Open
e229c3cf-c6ad-44be-84f9-09afaf139e97,Self Approval,90,0.95,Open
58c5322c-e3e3-4c40-817a-ec40b44bf7db,Self Approval,90,0.95,Open
043f3dd7-dfe0-497b-9c42-6a97834485fb,Self Approval,90,0.95,Open
8e569865-7ec2-4344-ad0a-c6606e72d25e,Self Approval,90,0.95,Open
1180bbea-26ff-4143-a834-ef9a70c0a5aa,Self Approval,90,0.95,Open
afa14956-82ed-4ac3-aeb6-c73c6ba4d0d7,Self Approval,90,0.95,Open
8bcdc5da-7525-401e-a7d9-464bb3d3ae23,Self Approval,90,0.95,Open
20649a73-489d-40b3-9a72-e6c4fb1ac1c6,Self Approval,90,0.95,Open
ad327128-435d-4419-83fe-20b526157cb6,Self Approval,90,0.95,Open
a0019173-980c-422a-b354-411c08880f21,Self Approval,90,0.95,Open
6a7db1d5-faa0-44e4-a1d2-e1373dd3df36,Self Approval,90,0.95,Open
aa8d3863-d609-45ba-8469-2898d4f959e2,Self Approval,90,0.95,Open
290cc481-c10a-4e4d-80c8-8977cf62a9c6,Self Approval,90,0.95,Open
f5f907e3-1247-475a-9c38-db898a2fc89b,Self Approval,90,0.95,Open
ff1369c1-9d7a-4b23-ba2f-ca59910b0896,Self Approval,90,0.95,Open
25a01e3a-e1f0-4b33-b8c0-8616ac0ef841,Self Approval,90,0.95,Open
83b024b5-8104-426c-8a7a-63aefb3d0eeb,Self Approval,90,0.95,Open
70fa9d0e-ced4-4ada-b7ac-3654d4a569a9,Self Approval,90,0.95,Open
ac9da4ee-5a60-4c33-8bb6-863edbdfd0ad,Self Approval,90,0.95,Open
b8c724ec-3f30-473f-9196-4c36eeff3e62,Self Approval,90,0.95,Open
e5a3c4b5-a927-474d-be64-a3380d494545,Self Approval,90,0.95,Open
ade088c7-8424-46c4-a7eb-b4671b57a92d,Self Approval,90,0.95,Open
1d97ce62-5dc4-4721-a4cb-85b4da2950e5,Self Approval,90,0.95,Open
1bbf8513-4f2c-4dc8-b8f3-370673ec3169,Self Approval,90,0.95,Open
9cc80c4b-d1bc-4bcc-83d5-02f57fe8e706,Self Approval,90,0.95,Open
19e55571-3096-475f-97c7-2be68a120dde,Self Approval,90,0.95,Open
98238ad9-65f3-4396-bf9f-6e3816d84165,Self Approval,90,0.95,Open
cff8eec4-99c1-4494-b607-cd7e1e565ab4,Self Approval,90,0.95,Open
ecd90d61-6f29-413d-9d15-9d687f7d4e24,Self Approval,90,0.95,Open
7b3a880f-57c9-45fa-b9d5-6a86da4e3175,Self Approval,90,0.95,Open
6f59efb1-2e3e-484f-9da1-33c220c81de6,Self Approval,90,0.95,Open
bf17f23f-d871-4f28-83dc-db5641c6b37f,Self Approval,90,0.95,Open
17bf852c-760d-40ca-8611-2863842682d3,Self Approval,90,0.95,Open
25f704a5-1cd6-45cf-bb8d-dae8ae013e6c,Self Approval,90,0.95,Open
2c2862d3-e853-4715-8ad4-c5d702d813bd,Self Approval,90,0.95,Open
79ed34aa-d445-495c-bf88-42394eb675ab,Self Approval,90,0.95,Open
487a06e1-aa6c-49b6-b61c-0ae06bb3bea9,Self Approval,90,0.95,Open
b165b30a-61ee-45c8-ade6-b6f8d8114603,Self Approval,90,0.95,Open
a7153bc1-d18c-4780-a2b4-52c96fc64526,Self Approval,90,0.95,Open
600b0e06-9775-4e0e-8f0e-51ca790c95c2,Self Approval,90,0.95,Open
f4326b6a-664b-4a7b-937c-58904b122017,Self Approval,90,0.95,Open
857ff3d5-2d6f-484e-9f00-8b8c60b05c70,Self Approval,90,0.95,Open
8be951e5-e125-45b9-9463-8c7f4dc990d0,Self Approval,90,0.95,Open
f65b0d54-b57c-4c95-ad0f-78f0a4460fca,Self Approval,90,0.95,Open
0d25ca26-c156-4885-99f1-28590ff08af0,Self Approval,90,0.95,Open
b1089262-345c-40e6-b779-89fd4cc71008,Self Approval,90,0.95,Open
3f456d76-f9ff-46fe-a42c-b16bc3142814,Self Approval,90,0.95,Open
46726abf-fab7-4579-8fec-a633c429b5ee,Self Approval,90,0.95,Open
7229ffe5-08d7-4e8b-99a2-b348720f82b9,Self Approval,90,0.95,Open
cb02d74c-0253-4ae7-85df-76cf56533376,Self Approval,90,0.95,Open
d93e200f-2bac-4072-aabe-0b71203546b7,Self Approval,90,0.95,Open
05069b39-fccb-4a13-ac69-fe5d9db62e58,Self Approval,90,0.95,Open
a35e898b-26fd-4861-a63e-86bb72084e0c,Self Approval,90,0.95,Open
9c07cb5a-ea9a-4d2f-950c-84eed589a57d,Self Approval,90,0.95,Open
3a25c47f-41a0-44d0-83ab-cb7dd0497d7f,Self Approval,90,0.95,Open
8d3b1a07-e751-41d8-a539-dca93e41fe44,Self Approval,90,0.95,Open
9f464fea-d3ae-4c76-ad8a-c5343fe22f0f,Self Approval,90,0.95,Open
745c97b8-790a-461b-9962-0d1e12769f1c,Self Approval,90,0.95,Open
40973fa9-f88a-4662-864b-ff262eeebced,Self Approval,90,0.95,Open
f9a4cfe5-d932-45a2-bab5-3ed15c6b7fac,Self Approval,90,0.95,Open
58bc5fe3-7ec8-448e-9de8-1fda202bd90b,Self Approval,90,0.95,Open
ab9497d2-04fb-4c44-8222-bb9ba544024d,Self Approval,90,0.95,Open
a19c3b1c-f583-4762-84e9-7c9766fc1c09,Self Approval,90,0.95,Open
a565d261-b2e5-4039-bae0-5113fef6cd53,Self Approval,90,0.95,Open
10705d2b-cced-4c35-9cba-2e8f6c60699d,Self Approval,90,0.95,Open
28be7bb7-a5d3-4ae4-a1ef-56f055747994,Self Approval,90,0.95,Open
0c381020-1b2f-4768-9994-4c902d13c70a,Self Approval,90,0.95,Open
00961f4e-49de-4621-8564-73f7af09a47c,Self Approval,90,0.95,Open
e8c89130-2497-42a4-a775-6d9c32a843d2,Self Approval,90,0.95,Open
cd21a456-aee2-4902-856b-7ce96519d4ff,Self Approval,90,0.95,Open
6b29ea61-2d53-4910-9f21-51533bcb7ff4,Self Approval,90,0.95,Open
96ca2583-b13d-4d8c-af57-7d1ff586abe0,Self Approval,90,0.95,Open
b51e9089-2979-4725-b22f-7f68999d9781,Self Approval,90,0.95,Open
5aeab7ce-d3df-4755-b4a6-51d45375d767,Self Approval,90,0.95,Open
72c2788c-1763-4cec-8026-34789e501885,Self Approval,90,0.95,Open
870ec042-8615-4533-91bb-f5393cd07b7d,Self Approval,90,0.95,Open
a66e1bf9-d639-4fa4-aba6-51e7bb6d265a,Self Approval,90,0.95,Open
a5dc90c6-6782-453e-b8ab-cdbe8605285b,Self Approval,90,0.95,Open
e4fa0514-cbb8-4d93-bd9a-32ba5ba5a246,Self Approval,90,0.95,Open
75f11356-1c1b-4464-a7cc-8b6a63b23414,Self Approval,90,0.95,Open
7a2ac2f7-7265-47f8-8962-fc972bcd0709,Self Approval,90,0.95,Open
7667dcd6-08a0-4d37-b478-0b71fe1e65f6,Self Approval,90,0.95,Open
28b114d1-e190-4496-9555-06dbd05f055a,Self Approval,90,0.95,Open
c23dc268-7cef-4b0f-8a11-ffae753b2110,Self Approval,90,0.95,Open
3d4c0c10-025a-4a62-a0e5-2a68f9e3e8da,Self Approval,90,0.95,Open
bebbfbb4-ad45-47df-9a65-00c83b5fb5b9,Self Approval,90,0.95,Open
258b709f-9898-4cce-9288-6a9ee5041152,Self Approval,90,0.95,Open
dce08542-39ae-43c4-9630-ffa4ab3a0dce,Self Approval,90,0.95,Open
908281f2-9896-40af-8014-ada2b9e0eaab,Self Approval,90,0.95,Open
745cb4d3-9d5c-4c72-9a6d-f814c7b5397c,Self Approval,90,0.95,Open
b9006a31-80cf-4e6f-9cf5-058cc33f05ef,Self Approval,90,0.95,Open
008cd89a-60de-43d8-a593-056a7add0d41,Self Approval,90,0.95,Open
47d14fdb-b82c-47be-8318-0d553c8305ad,Self Approval,90,0.95,Open
89c0473b-66ba-40d9-87fe-b2652abf19a9,Self Approval,90,0.95,Open
618be358-e76a-4f92-836d-dfd15e2a4724,Self Approval,90,0.95,Open
49cd70a1-4694-4cb1-8923-b4e652e7198b,Self Approval,90,0.95,Open
c28eb4ba-9770-4cd9-ba35-8d8983490d20,Self Approval,90,0.95,Open
8cc690ee-5975-4742-acf2-d75dcf79beb6,Self Approval,90,0.95,Open
0b281f31-9430-4c4c-b361-820ed35603d9,Self Approval,90,0.95,Open
9aeb80b7-6c20-44e1-bcca-e1b28dcbc8c2,Self Approval,90,0.95,Open
e4aa0de3-e23c-4620-b839-46c280dc9207,Self Approval,90,0.95,Open
765f813f-f5a6-428d-bfcf-63b1a6a2e66a,Self Approval,90,0.95,Open
e3d14a07-6738-4528-a796-769915e10cb5,Self Approval,90,0.95,Open
15c25ba9-0ab9-4165-aa6c-4ad2fc62c247,Self Approval,90,0.95,Open
5ba1f60b-2334-4f2f-b967-85a3877bd145,Self Approval,90,0.95,Open
a437e9af-2d8b-49bf-b4db-ecbb3e0db74e,Self Approval,90,0.95,Open
17d1cd10-d184-4dcf-aca3-eaad5c46e574,Self Approval,90,0.95,Open
4c1d2f49-5a3b-44eb-86e1-04d98d4b86a0,Self Approval,90,0.95,Open
13b3aea4-2940-4b67-a558-f0e3dbacdb51,Self Approval,90,0.95,Open
b9fd5e4b-fbff-43f9-9153-70b884f1787a,Self Approval,90,0.95,Open
9d0bb1ba-7ba6-4654-9bb0-2468f80f9b3f,Self Approval,90,0.95,Open
d46cf24b-db01-4f28-8dec-7aabee0e1eea,Self Approval,90,0.95,Open
106d4ca1-06c2-4dca-ab96-2ff0a2eaeada,Self Approval,90,0.95,Open
3d0f9549-f850-495e-9dfd-9ee0eea5b879,Self Approval,90,0.95,Open
0c1ac92f-7d0a-4043-ba5a-991c895ee2a9,Self Approval,90,0.95,Open
b64672f8-4d21-422f-bc28-34b9214c63bf,Self Approval,90,0.95,Open
13a666f4-5386-45c0-b2e7-a2d2ef6f172e,Self Approval,90,0.95,Open
47021d11-f5ba-48a4-8f6d-3c8a3d659995,Self Approval,90,0.95,Open
4ebc966f-bd4d-449b-9f3a-f2b82db0a976,Self Approval,90,0.95,Open
b2da48a2-3cab-4792-9606-94762d191adb,Self Approval,90,0.95,Open
cf2d31d3-4633-4a14-a3d3-f866cebe7f87,Self Approval,90,0.95,Open
4866fccf-9b0a-4c2b-a65e-d0c0cb6d7750,Self Approval,90,0.95,Open
55a444a6-afe8-4548-b695-67f815b93ea6,Self Approval,90,0.95,Open
6c627b70-96a9-42c5-872f-5a9c7d1d18fa,Self Approval,90,0.95,Open
3b30e651-45f8-48e4-8ee9-262a4654da8d,Self Approval,90,0.95,Open
59ef7bba-a001-4ae0-9b7c-8716ff6056a1,Self Approval,90,0.95,Open
187951c2-3332-41ec-859f-0104dda96f4a,Self Approval,90,0.95,Open
a4f54e3c-3f34-4d70-9999-6f35ada34029,Self Approval,90,0.95,Open
0fdf8ec4-0b1e-458e-b38a-b84ed17b2d0b,Self Approval,90,0.95,Open
00082e87-768d-47b8-a25f-b00f568d95ef,Self Approval,90,0.95,Open
db02cb73-d113-44de-9fc0-9c2052559fd8,Self Approval,90,0.95,Open
44994d3c-a2e8-46a9-b9b2-bc062f5828f5,Self Approval,90,0.95,Open
4eaefe85-46a2-49fd-9542-3347fae9e1b6,Self Approval,90,0.95,Open
b48ad26c-84bb-4569-8a65-2ed1c8a0a117,Self Approval,90,0.95,Open
c2dc72f0-a71e-4a55-9bf8-8e9534beaa3c,Self Approval,90,0.95,Open
57995a50-7ce4-413c-9f4a-12ce863573d6,Self Approval,90,0.95,Open
6f0a649e-f4b4-4216-a558-7ee7440d3760,Self Approval,90,0.95,Open
d6949f1e-8c18-4994-9e18-7eaf1b5cf559,Self Approval,90,0.95,Open
c81ac475-b261-4c7a-b47e-e1b5342bd454,Self Approval,90,0.95,Open
f5ac8af8-d522-479b-baa6-b5e02d42155e,Self Approval,90,0.95,Open
c2ad240b-bbf5-4b09-ad62-51d1fdbdfe7e,Self Approval,90,0.95,Open
b44bb19c-4b55-44df-8d19-370e0c156fb8,Self Approval,90,0.95,Open
7458f8af-bc11-4ab5-a5ea-1f1a72621cb4,Self Approval,90,0.95,Open
a0b02781-7cf7-48ed-ab3b-457c0a4f9455,Self Approval,90,0.95,Open
365f8e78-170f-405c-a1ce-e1860800153b,Self Approval,90,0.95,Open
ae2b0b6a-4e97-417e-ae6f-7d55dfe3e337,Self Approval,90,0.95,Open
2a54085d-ff3a-485f-8805-f9459996821c,Self Approval,90,0.95,Open
bd368b6e-d71a-4109-9895-a542b43b4317,Self Approval,90,0.95,Open
717b3d8b-a4da-43cc-b29f-e10b2a141449,Self Approval,90,0.95,Open
be95d8f4-04a4-4ca7-b519-1a477278b54a,Self Approval,90,0.95,Open
f55d8059-fcdf-43ae-885f-e4b8dff83af7,Self Approval,90,0.95,Open
ebaa59b0-e0f7-405a-87e3-784df59e6b7d,Self Approval,90,0.95,Open
8ac56b45-b13f-42ae-9b35-8b1d2f3d43c7,Self Approval,90,0.95,Open
29583caa-a284-414e-8ed6-81e030c57794,Self Approval,90,0.95,Open
973547c4-36f9-4b0d-92b0-75190b4ef07a,Self Approval,90,0.95,Open
7248df8f-4aa2-4fb5-b3bd-10200361172e,Self Approval,90,0.95,Open
9c8b6ca2-95e8-46b4-bcd8-ab8f939b63b8,Self Approval,90,0.95,Open
73d52ffa-9b96-4086-9cc5-222158485f2b,Self Approval,90,0.95,Open
2ee2cdc9-cf1f-45b0-a262-ff486af0740d,Self Approval,90,0.95,Open
12bb932d-52fa-4f1c-9cd4-8bb7dc540f6b,Self Approval,90,0.95,Open
cd67a417-00d5-47a4-ba71-8159a7e0345b,Self Approval,90,0.95,Open
3317e442-88c8-4447-8d95-6d2b20a1aed7,Self Approval,90,0.95,Open
cd0a568c-a879-406f-a53d-e1fcdf98294c,Self Approval,90,0.95,Open
9111cb0a-7913-4bfe-ba99-181662593821,Self Approval,90,0.95,Open
1eef24a8-9226-4c99-8f02-615c5d37db23,Self Approval,90,0.95,Open
34c579d1-82cc-4b65-9ff6-1e18d4323a88,Self Approval,90,0.95,Open
71d308c9-b344-4a56-a03a-3f2a92b9c91f,Self Approval,90,0.95,Open
b86df4e3-57e7-46df-a8c7-1bebabfd6f0b,Self Approval,90,0.95,Open
d07ae9ba-e774-49de-981d-9eeb78192750,Self Approval,90,0.95,Open
29b8ff66-c4b1-4d21-ab95-4c91ca2e6fce,Self Approval,90,0.95,Open
dda34f57-c268-43c6-b871-200b55ed12da,Self Approval,90,0.95,Open
0aa9bbd1-7cc5-4997-a240-91de83d1525b,Self Approval,90,0.95,Open
368a9cf1-fbcd-4fee-9d02-ad2352b28325,Self Approval,90,0.95,Open
794948af-bff7-4ce7-8bcc-022c2a23cfc1,Self Approval,90,0.95,Open
efbc75a9-85e1-4c5a-9af7-6a100dd22f60,Self Approval,90,0.95,Open
8255f5a8-9ec8-45c0-b03d-69f6b7d77d99,Self Approval,90,0.95,Open
ef28b1c4-2108-4970-8284-bca4ed1ef3e6,Self Approval,90,0.95,Open
c2a29fbf-7237-49a5-8d9a-49dd4e7d350f,Self Approval,90,0.95,Open
c19f79f5-3e1e-4754-b351-b40e71774042,Self Approval,90,0.95,Open
7d9b55d2-9f82-4152-ba80-a5c3d634f4ea,Self Approval,90,0.95,Open
152da5ba-b675-487c-9fd9-c561cb570cb6,Self Approval,90,0.95,Open
66baf47b-2bda-4338-b5a4-2170f6c4188c,Self Approval,90,0.95,Open
9a988620-3db1-4c4a-a713-e64d0076e751,Self Approval,90,0.95,Open
f33d4904-1bb6-4a75-b724-f546ad9c0be7,Self Approval,90,0.95,Open
6c1ee4c4-7440-4b20-b98d-e354d680621f,Self Approval,90,0.95,Open
586b258d-5c76-4064-80cc-838f4c86b6c6,Self Approval,90,0.95,Open
a5f6078f-faa7-48fc-8993-bfc4ae23da8e,Self Approval,90,0.95,Open
6bb94bd9-26f6-47e8-ad3e-97d59aeb3f3f,Self Approval,90,0.95,Open
eae661a2-6238-45f1-9761-5f542c18e010,Self Approval,90,0.95,Open
c0a6d724-cb06-450e-9ed4-6e371533e529,Self Approval,90,0.95,Open
6d0a96af-b35b-4568-8a18-c9343beca5f5,Self Approval,90,0.95,Open
72ea1d12-c98f-48e6-b1d1-876cec362cd2,Self Approval,90,0.95,Open
056dcf00-f195-48d7-98f3-7d9fe2c3345b,Self Approval,90,0.95,Open
0841c89f-d9ab-4db9-b3fe-e415fe6939ea,Self Approval,90,0.95,Open
51ce5227-6573-48e1-bce9-cbf0ecbaa4eb,Self Approval,90,0.95,Open
3a430638-6331-488f-9942-774a7e11f3e4,Self Approval,90,0.95,Open
6005b0a8-3c61-4290-a6f0-4ac03dfb7c8f,Self Approval,90,0.95,Open
c4420c52-210d-49a8-864d-3cec29d0386a,Self Approval,90,0.95,Open
d3d359a4-8192-41d3-b326-fc4d948abaca,Self Approval,90,0.95,Open
81e9d04b-4b12-4690-b726-db9b8fdaf4b0,Self Approval,90,0.95,Open
5ed02a61-69b2-4157-8da9-ade67ca004cc,Self Approval,90,0.95,Open
87fb3570-4d59-42b3-b2c0-1129bbb858ea,Self Approval,90,0.95,Open
be007503-9cd8-427b-90f7-6b7322e0801a,Self Approval,90,0.95,Open
403a0323-67f6-4f47-b64c-44c18e8b9704,Self Approval,90,0.95,Open
89965fa8-69e0-438d-a11a-f3a59a71d0e1,Self Approval,90,0.95,Open
669407be-bef8-4fc2-9a51-38a3fc58dfe9,Self Approval,90,0.95,Open
fbcc664c-5719-40df-ab74-ea09db7cd821,Self Approval,90,0.95,Open
ac221d2a-7195-4049-b07e-c3f602459f7a,Self Approval,90,0.95,Open
d2036a97-ba3b-4f78-b10a-31f078925228,Self Approval,90,0.95,Open
51a7bcbb-f606-4d38-b231-407953d5d6c7,Self Approval,90,0.95,Open
273498cd-62fc-4936-979d-69440501f0d4,Self Approval,90,0.95,Open
80ab073e-7d1e-4b3b-8699-3a809dfd8640,Self Approval,90,0.95,Open
f88cabda-2e17-4928-a575-1a1c52dba982,Self Approval,90,0.95,Open
